position,person,personID,start,end,gender,DOB,DOD,image,enwiki
Member of Rajya Sabha,Manmath Nath Das,Q27990470,1998-07-02,2004-07-01,male,1926-01-05,2009-07-18,,
Member of Rajya Sabha,V. V. Raghavan,Q6843981,2000,2004-10-27,male,1923-06-23,2004-10-27,,V. V. Raghavan
Member of Rajya Sabha,Dasari Narayana Rao,Q3595535,2000-04-03,2012-04-02,male,1947-05-04,2017-05-30,"Dasari Narayana Rao in New Delhi on April 13, 2005 (cropped).jpg",Dasari Narayana Rao
Member of Rajya Sabha,Dilip Kumar,Q377789,2000-04-03,2006-04-02,male,1922-12-11,2021-07-07,Dilip Kumar 2006.jpg,Dilip Kumar
Member of Rajya Sabha,Birabhadra Singh,Q61652280,2000-04-04,2000-04-03,male,1945-03-03,,Birabhadra Singh.jpg,
Member of Rajya Sabha,Surendra Lath,Q7645662,2002-04-03,2008-04-02,male,1949-11-30,,,Surendra Lath
Member of Rajya Sabha,Keshubhai Patel,Q2723680,2002-04-10,2008-04-09,male,1928-07-24,2020-10-29,Keshubhai Patel.jpg,Keshubhai Patel
Member of Rajya Sabha,Padinjarethalakal Cherian Alexander,Q3521378,2002-07-29,2008-02-04,male,1921-03-20,2011-08-10,,P. C. Alexander
Member of Rajya Sabha,Hema Malini,Q33635,2003-08-27,2009-08-26,female,1948-10-16,,Hema malini bhungama1.jpg,Hema Malini
Member of Rajya Sabha,Bimal Jalan,Q4913680,2003-08-27,,male,1941-08-17,,Bimal Jalan (cropped).jpg,Bimal Jalan
Member of Rajya Sabha,Chandan Mitra,Q5070939,2003-08-27,2009-08-26,male,1955-12-12,2021-09-02,,Chandan Mitra
Member of Rajya Sabha,Najma Heptulla,Q1963905,2004,2010,female,1940-04-13,,Najma Heptulla.jpg,Najma Heptulla
Member of Rajya Sabha,Raashid Alvi,Q4060622,2004,2012,male,1956-04-15,,"Raashid Alvi, in Malappuram, Kerela.jpg",Raashid Alvi
Member of Rajya Sabha,Jaya Bachchan,Q464932,2004,,female,1948-04-09,,Jaya B Big B’s birthday.jpg,Jaya Bachchan
Member of Rajya Sabha,Chhatrapal Singh Lodha,Q5094819,2004,2005-12,male,,,,Chhatrapal Singh Lodha
Member of Rajya Sabha,A. K. Antony,Q278849,2005,,male,1940-12-28,,A. K. Antony.jpg,A. K. Antony
Member of Rajya Sabha,Shyam Benegal,Q55406,2006,2012,male,1934-12-14,,Shyam Benegal.jpg,Shyam Benegal
Member of Rajya Sabha,Vijay Rupani,Q7929316,2006,2012,male,1956-08-02,,"The Chief Minister of Gujarat Vijay Rupani on February 12, 2018.jpg",Vijay Rupani
Member of Rajya Sabha,Anusuiya Uikey,Q4777946,2006-04-03,2012-04-02,female,1957-04-10,,"The Governor of Chhattisgarh, Ms. Anusuiya Uikey.jpg",Anusuiya Uikey
Member of Rajya Sabha,Mangala Kisan,Q6748653,2008-04-03,2014-04-02,male,1947-06-06,,Mangala Kisan.JPG,Mangala Kisan
Member of Rajya Sabha,Hemant Soren,Q13619621,2009-06-24,2010-07-07,male,1975-08-10,,Hemant Soren 9039.JPG,Hemant Soren
Member of Rajya Sabha,George Fernandes,Q3056379,2009-08-04,2010-07-07,male,1930-06-03,2019-01-29,George Fernandes (cropped).jpg,George Fernandes
Member of Rajya Sabha,Javed Akhtar,Q2319562,2010-03,,male,1945-01-17,,Javed Aktar 2010.jpg,Javed Akhtar
Member of Rajya Sabha,Chandan Mitra,Q5070939,2010-06-30,2016-06-29,male,1955-12-12,2021-09-02,,Chandan Mitra
Member of Rajya Sabha,E. M. Sudarsana Natchiappan,Q5322044,2010-06-30,2016-06-29,male,1947-09-29,,E.M.S. Natchiappan - 2014 (cropped).jpg,E. M. Sudarsana Natchiappan
Member of Rajya Sabha,Ram Vilas Paswan,Q6036905,2010-07,2014,male,1946-07-05,2020-10-08,"The Union Minister for Consumer Affairs, Food and Public Distribution, Shri Ram Vilas Paswan briefing the Media on the issues related to his Ministry, in New Delhi on April 23, 2018.JPG",Ram Vilas Paswan
Member of Rajya Sabha,Piyush Goyal,Q7199798,2010-07-05,,male,1964-06-13,,Piyush Goyal (cropped).jpg,Piyush Goyal
Member of Rajya Sabha,RCP Singh,Q18720206,2010-07-08,,male,1958-07-06,,RCP Singh jpg.jpg,Ramchandra Prasad Singh
Member of Rajya Sabha,Sukhendu Sekhar Roy,Q21104275,2011-08-19,,male,1949-04-05,,,Sukhendu Sekhar Roy
Member of Rajya Sabha,Dilip Tirkey,Q5276819,2012,2018,male,1977-11-25,,"National Hockey player, Shri Dilip Tirkey holding the Queen’s Baton 2010 Delhi, at Jamshedpur on August 08, 2010 (cropped).jpg",Dilip Tirkey
Member of Rajya Sabha,Jagat Prakash Nadda,Q16193764,2012-04-03,,male,1960-12-02,,J.P. Nadda in New Delhi - 2018 (cropped).jpg,J. P. Nadda
Member of Rajya Sabha,Mayawati,Q264896,2012-04-03,2017-07-20,female,1956-01-15,,Mayawati in 2016.jpg,Mayawati
Member of Rajya Sabha,Chiranjeevi,Q313243,2012-04-03,2018-04-02,male,1955-08-22,,Chiranjeevi.JPG,Chiranjeevi
Member of Rajya Sabha,Sachin Tendulkar,Q9488,2012-05-02,2018-04-26,male,1973-04-24,,Sachin at Castrol Golden Spanner Awards (crop).jpg,Sachin Tendulkar
Member of Rajya Sabha,Ranjib Biswal,Q7293136,2014,2020,male,1970-09-21,,Ranjib Biswal.jpg,Ranjib Biswal
Member of Rajya Sabha,Shambhuprasad Tundiya,Q7487469,2014,,male,1970,,Shambhuprasad Tundiya.jpg,Shambhuprasad Tundiya
Member of Rajya Sabha,Sharad Pawar,Q982813,2014,,male,1940-12-12,,"Sharad Pawar, Minister of AgricultureCrop.jpg",Sharad Pawar
Member of Rajya Sabha,Chiranjib Biswal,Q18062107,2014-02-07,2020-04-02,male,1963-01-02,,Chiranjib Biswal.jpg,Chiranjib Biswal
Member of Rajya Sabha,K. T. S. Tulsi,Q19276647,2014-02-25,,male,1947-11-07,,,K. T. S. Tulsi
Member of Rajya Sabha,Harivansh Narayan Singh,Q21228917,2014-04,,male,1956-06-30,,Harivansh Narayan Singh.jpg,Harivansh Narayan Singh
Member of Rajya Sabha,Mithun Chakraborty,Q379604,2014-04-03,,male,1950-06-16,,Mithun Chakraborty (5.26.2013) (cropped).jpg,Mithun Chakraborty
Member of Rajya Sabha,Nirmala Sitaraman,Q7040049,2014-06,,female,1959-08-18,,Nirmala Sitharaman - 2018 (46166396231) (cropped).jpg,Nirmala Sitharaman
Member of Rajya Sabha,B. K. Hariprasad,Q4834081,2014-06-26,,male,1954-07-29,,,B. K. Hariprasad
Member of Rajya Sabha,Manohar Parrikar,Q1391309,2014-11-26,2017-09-02,male,1955-12-13,2019-03-17,"The official photograph of the Union Minister for Defence, Shri Manohar Parrikar.jpg",Manohar Parrikar
Member of Rajya Sabha,Neeraj Shekhar,Q6986933,2014-11-26,,male,1968-11-10,,Neeraj Shekhar.jpg,Neeraj Shekhar
Member of Rajya Sabha,Ram Gopal Yadav,Q7288475,2014-11-26,,male,1946-06-29,,,Ram Gopal Yadav
Member of Rajya Sabha,Fayaz Ahmad Mir,Q21170561,2015-02,,male,1977,,,Fayaz Ahmad Mir
Member of Rajya Sabha,Dola Sen,Q17018511,2015-03-14,,female,1967-03-26,,,Dola Sen
Member of Rajya Sabha,Narendra Jadhav,Q2497083,2016-04,,male,1953,,Narendra Jadhav.jpg,Narendra Jadhav
Member of Rajya Sabha,Mary Kom,Q328951,2016-04,,female,1982-03-01,,"Mary Kom - British High Commission, Delhi, 27 July 2011.jpg",Mary Kom
Member of Rajya Sabha,Navjot Singh Sidhu,Q270100,2016-04-25,2016-07-18,male,1963-10-20,,Navjot Singh Sidhu.jpg,Navjot Singh Sidhu
Member of Rajya Sabha,Prasanna Acharya,Q7238453,2016-07-02,,male,1949-08-08,,Prasanna Acharya.jpeg,Prasanna Acharya
Member of Rajya Sabha,Amar Singh,Q3348637,2016-07-05,2020-08-01,male,1956-01-27,2020-08-01,Amar Singh at the India Economic Summit 2008 cropped.jpg,Amar Singh (politician)
Member of Rajya Sabha,La Ganesan,Q6462710,2016-10-06,2018-04-02,male,1945-02-17,,,La. Ganesan
Member of Rajya Sabha,Manish Gupta,Q6749890,2017-03,,male,1942-11-10,,Manish Gupta - Kolkata 2015-11-17 5101.JPG,Manish Gupta (politician)
Member of Rajya Sabha,Bhabananda Singh,Q30052318,2017-05,,male,1960-03-01,,,Bhabananda Singh
Member of Rajya Sabha,Pratap Keshari Deb,Q29904010,2017-05-18,,male,1971-12-21,,Pratap Keshari Deb(Aul).jpg,Pratap Keshari Deb
Member of Rajya Sabha,Sampatiya Uike,Q34188594,2017-08-01,,female,1967,,,Sampatiya Uike
Member of Rajya Sabha,Amit Shah,Q4746875,2017-08-19,,male,1964-10-22,,Amit Shah new.jpg,Amit Shah
Member of Rajya Sabha,Manas Bhunia,Q6746970,2017-08-19,,male,1951-12-10,,Manas Ranjan Bhunia - Kolkata 2012-01-21 8521.JPG,Manas Bhunia
Member of Rajya Sabha,Arun Jaitley,Q3629480,2018-04-03,2019-08-24,male,1952-12-28,2019-08-24,"The official photograph of the Defence Minister, Shri Arun Jaitley.jpg",Arun Jaitley
Member of Rajya Sabha,Prakash Javadekar,Q7238178,2018-04-03,,male,1951-01-30,,"Shri Prakash Javadekar, Minister of State for Information and Broadcasting (Independent Charge), Environment, Forest and Climate Change (Independent Charge) and Parliamentary Affairs(cropped).jpg",Prakash Javadekar
Member of Rajya Sabha,Raghunath Mohapatra,Q3751683,2018-07-14,2021-05-09,male,1943-03-23,2021-05-09,Raghunath Mohapatra.JPG,Raghunath Mohapatra
Member of Rajya Sabha,Abhay Bhardwaj,Q89552274,2020-07-22,2020-12-01,male,1954-04-02,2020-12-01,Abhay Bharadwaj.jpg,Abhay Bharadwaj
